"","id","session","note.quality","food.present","no.intx.yes.no","tbl.lion.hyena.sessions.notes","session.error.notes","hy.id","time","order","behavior","target","distance","leader","food","tbl.lion.hyena.individual.behaviors.notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank","age.mon.lion","age.cat.lion","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist","diagnosis.time","toxo.status"
"521",3276,"t6228",3,FALSE,FALSE,"fas on gol 0628-0659. den session, lions arr (see events). pt is carrying her left rear leg<U+2026>looks like part of foot pad has been ripped off. combie comes at 0704","ua & fn also here; n id hyenas = 30. there is only 1 adult female lion this session. 6 of the lions are subadults of unknown sex, for a total of 7 lions. par written incorrectly as ""pa"" in the notes. fd incorrectly written as ""fro"" in the notes at 0633.","jab",06:40:00,4,"dist",NA,40,FALSE,NA,NA,"talek","d",1993-11-17,"05:53:00","07:15:00",1993,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,NA,NA,NA,21.5,"subadult","positive",1992-12-08,10.2,"cub","low_tk","after","1"
"522",11293,"t6228",3,FALSE,FALSE,"fas on gol 0628-0659. den session, lions arr (see events). pt is carrying her left rear leg<U+2026>looks like part of foot pad has been ripped off. combie comes at 0704","ua & fn also here; n id hyenas = 30. there is only 1 adult female lion this session. 6 of the lions are subadults of unknown sex, for a total of 7 lions. par written incorrectly as ""pa"" in the notes. fd incorrectly written as ""fro"" in the notes at 0633.","es",06:43:00,2,"dist",NA,100,FALSE,NA,NA,"talek","d",1993-11-17,"05:53:00","07:15:00",1993,2,"f","r","11",NA,NA,NA,NA,NA,NA,1996-05-07,"dls","inferred dead",1984-06-01,NA,"talek",NA,NA,NA,"talek",19,-0.8,113.5,"adult","positive",1991-08-22,86.7,"adult","low_tk","after","1"
"523",11294,"t6228",3,FALSE,FALSE,"fas on gol 0628-0659. den session, lions arr (see events). pt is carrying her left rear leg<U+2026>looks like part of foot pad has been ripped off. combie comes at 0704","ua & fn also here; n id hyenas = 30. there is only 1 adult female lion this session. 6 of the lions are subadults of unknown sex, for a total of 7 lions. par written incorrectly as ""pa"" in the notes. fd incorrectly written as ""fro"" in the notes at 0633.","23s",06:43:00,2,"dist",NA,100,FALSE,NA,NA,"talek","d",1993-11-17,"05:53:00","07:15:00",1993,1,"f","r","27",NA,NA,NA,NA,NA,NA,1995-03-25,"dls","lions",1983-06-01,NA,"talek",NA,NA,NA,"talek",15,-0.4,125.6,"adult","positive",1991-02-25,92.8,"adult","low_tk","after","1"
"524",11299,"t6228",3,FALSE,FALSE,"fas on gol 0628-0659. den session, lions arr (see events). pt is carrying her left rear leg<U+2026>looks like part of foot pad has been ripped off. combie comes at 0704","ua & fn also here; n id hyenas = 30. there is only 1 adult female lion this session. 6 of the lions are subadults of unknown sex, for a total of 7 lions. par written incorrectly as ""pa"" in the notes. fd incorrectly written as ""fro"" in the notes at 0633.","sx",06:43:00,3,"dist",NA,100,FALSE,NA,NA,"talek","d",1993-11-17,"05:53:00","07:15:00",1993,2,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",7,0.4,49.1,"adult","positive",1990-12-28,14.5,"subadult","low_tk","after","1"
"525",14018,"t63213",3,FALSE,TRUE,"no intx. all three hyenas (guci,hex,unid) lope - nw. all 8 lions wlk - nw. lionesses 100m - guci.","4 of the female lions are adults. add ""large cubs"" to notes about 4 female juvenile lions.","hex",05:48:00,0,"scan","lion",100,FALSE,NA,NA,"talek","o",2008-07-30,"05:48:00","05:53:00",2008,1,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,"talek",18,-0.789473684210526,64.9,"adult","doubtful",2012-06-09,111.2,"adult","hi_tk","before","0"
"526",8735,"t63323",2,TRUE,FALSE,"border patrol. incomplete cis. carcass not identified.  lions never took carcass. hyenas took carcass for a little while. sam limping a little. one lioness is fat.","2 f lions are adults. add to notes: one is fat, both in excellent condition.","mrph",07:21:00,1,"mob",NA,10,FALSE,NA,NA,"talek","k",2008-08-12,"06:18:00","07:35:00",2008,2,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,145.6,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"527",8736,"t63323",2,TRUE,FALSE,"border patrol. incomplete cis. carcass not identified.  lions never took carcass. hyenas took carcass for a little while. sam limping a little. one lioness is fat.","2 f lions are adults. add to notes: one is fat, both in excellent condition.","foz",07:21:00,1,"dist",NA,30,FALSE,NA,NA,"talek","k",2008-08-12,"06:18:00","07:35:00",2008,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,127.9,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"528",2135,"t64205",3,FALSE,FALSE,"complete cis. srn kept getting to close to the lioness, so a hyena (pan or hel) pushed srn away from the lion, and later hel t3 bsh srn to prevent her from getting too close to the lion! the lioness was so the whole session.","f lion is an adult.","mrph",06:17:00,1,"mob lion",NA,10,FALSE,NA,"brt app","talek","o",2008-11-19,"06:14:00","06:28:00",2008,3,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,148.8,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"529",2158,"t64205",3,FALSE,FALSE,"complete cis. srn kept getting to close to the lioness, so a hyena (pan or hel) pushed srn away from the lion, and later hel t3 bsh srn to prevent her from getting too close to the lion! the lioness was so the whole session.","f lion is an adult.","mig",06:19:00,1,"scan",NA,50,FALSE,NA,NA,"talek","o",2008-11-19,"06:14:00","06:28:00",2008,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"530",2882,"t64258",3,FALSE,FALSE,"complete cis. hyenas mobbed lions once, but only came within 50m of lions.","f lion is an adult. subadult lions should be split into to groups: 1 subdault male, + 3 subadult unknown sex.","foz",06:51:00,1,"mob",NA,50,FALSE,NA,NA,"talek","o",2008-12-03,"06:49:00","07:08:00",2008,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,131.6,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"531",2883,"t64258",3,FALSE,FALSE,"complete cis. hyenas mobbed lions once, but only came within 50m of lions.","f lion is an adult. subadult lions should be split into to groups: 1 subdault male, + 3 subadult unknown sex.","mig",06:51:00,1,"mob",NA,50,FALSE,NA,NA,"talek","o",2008-12-03,"06:49:00","07:08:00",2008,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"532",14032,"t64374",2,FALSE,TRUE,"no intx. hex and bca wlk, 2 lionesses so 15m - hex. hex and bca don't see the lionesses until long after the observers do. they look like they are about to go near them and finally notice them and walk away.","f lions (2) are adults.","hex",18:36:00,0,"scan","lion",15,FALSE,NA,NA,"talek","o",2008-12-08,"18:36:00","18:41:00",2008,1,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,"talek",18,-0.789473684210526,69.2,"adult","doubtful",2012-06-09,111.2,"adult","hi_tk","before","0"
"533",7414,"t64386",2,TRUE,FALSE,"incomplete cis. unided hyenas/lions. 2 mobs directed toward a lioness that is just so and does not respond. carc: wildebeest (~1 hour old, don't know who killed/ate it, only that hyenas ended w/ skull in this session). lions not seen feeding here.","f lion (1) is an adult. 4 subadults should be split into two groups: 1 subadult male, 3 subadult sex unknown. hyenas: notes mention ""fox"" one time, but it is probably just a typo for ""foz,"" so it can probably be ignored.","foz",06:20:00,1,"mob","lion",10,FALSE,NA,"lion ignores","talek","k",2008-12-09,"05:59:00","07:03:00",2008,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,131.8,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"534",7416,"t64386",2,TRUE,FALSE,"incomplete cis. unided hyenas/lions. 2 mobs directed toward a lioness that is just so and does not respond. carc: wildebeest (~1 hour old, don't know who killed/ate it, only that hyenas ended w/ skull in this session). lions not seen feeding here.","f lion (1) is an adult. 4 subadults should be split into two groups: 1 subadult male, 3 subadult sex unknown. hyenas: notes mention ""fox"" one time, but it is probably just a typo for ""foz,"" so it can probably be ignored.","mrph",06:20:00,1,"mob","lion",10,FALSE,NA,"lion ignores","talek","k",2008-12-09,"05:59:00","07:03:00",2008,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,149.5,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"535",7430,"t64386",2,TRUE,FALSE,"incomplete cis. unided hyenas/lions. 2 mobs directed toward a lioness that is just so and does not respond. carc: wildebeest (~1 hour old, don't know who killed/ate it, only that hyenas ended w/ skull in this session). lions not seen feeding here.","f lion (1) is an adult. 4 subadults should be split into two groups: 1 subadult male, 3 subadult sex unknown. hyenas: notes mention ""fox"" one time, but it is probably just a typo for ""foz,"" so it can probably be ignored.","hex",06:40:00,1,"dist",NA,85,FALSE,NA,NA,"talek","k",2008-12-09,"05:59:00","07:03:00",2008,1,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,"talek",18,-0.789473684210526,69.2,"adult","doubtful",2012-06-09,111.2,"adult","hi_tk","before","0"
"536",14037,"t64477",2,FALSE,TRUE,"incomplete cis. no intx. lionss are seen 150m - pan at beginning of session, but are never mentioned again, so i don't know if they were present for the rest of the session or not. border patrol!!!!!!!!","3 f lions are adults.","foz",06:22:00,0,"scan","lion",150,FALSE,NA,NA,"talek","o",2008-12-15,"06:22:00","07:27:00",2008,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,132,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"537",14044,"t65063",3,FALSE,TRUE,"no intx.  border patrol (foz in lead). lionesses first seen at 0706, so in bushes 20m - mrph, hyenas don't seem to notice them. hyenas pasting. topi chases mrph foz. complete cis.","lionesses (3) are adults.","mrph",07:06:00,0,"dist","lion",20,FALSE,NA,NA,"talek","o",2009-02-18,"06:42:00","07:59:00",2009,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,151.8,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"538",14045,"t65063",3,FALSE,TRUE,"no intx.  border patrol (foz in lead). lionesses first seen at 0706, so in bushes 20m - mrph, hyenas don't seem to notice them. hyenas pasting. topi chases mrph foz. complete cis.","lionesses (3) are adults.","foz",07:06:00,0,"dist","lion",20,FALSE,NA,NA,"talek","o",2009-02-18,"06:42:00","07:59:00",2009,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,134.1,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"539",14047,"t65338",3,TRUE,TRUE,"no intx. carcass: adult topi (head, half of backbone, and part of leg remain). incomplete cis. many hyenas are fat. 6+ hyenas are bloody, lioness is bloody too. lioness first seen at 1738, so 170m - carcass.","age of lioness was adult; add into notes that she was fat, bloody.","juno",17:46:00,0,"scan","lion",170,FALSE,NA,NA,"talek","k",2009-05-26,"17:09:00","18:18:00",2009,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,NA,NA,NA,13.2,"subadult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"540",14049,"t65338",3,TRUE,TRUE,"no intx. carcass: adult topi (head, half of backbone, and part of leg remain). incomplete cis. many hyenas are fat. 6+ hyenas are bloody, lioness is bloody too. lioness first seen at 1738, so 170m - carcass.","age of lioness was adult; add into notes that she was fat, bloody.","mrph",17:46:00,0,"scan","lion",170,FALSE,NA,NA,"talek","k",2009-05-26,"17:09:00","18:18:00",2009,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,155,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"541",6751,"t65544",2,TRUE,FALSE,"incomplete cis. many hyenas are bloody, and lioness is bloody too. lioness is present at beginning of session, lv wlk - s 20m - carcass.","add unid + unided cub. lioness is an adult. note that the lioness is fat, bloody.","foz",18:04:00,1,"brt lope app","lioness",18,FALSE,NA,"rescue baez","talek","k",2009-06-12,"17:32:00","19:02:00",2009,2,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,137.9,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"542",6757,"t65544",2,TRUE,FALSE,"incomplete cis. many hyenas are bloody, and lioness is bloody too. lioness is present at beginning of session, lv wlk - s 20m - carcass.","add unid + unided cub. lioness is an adult. note that the lioness is fat, bloody.","mrph",18:18:00,1,"scan",NA,47,FALSE,NA,NA,"talek","k",2009-06-12,"17:32:00","19:02:00",2009,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,155.6,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"543",6758,"t65544",2,TRUE,FALSE,"incomplete cis. many hyenas are bloody, and lioness is bloody too. lioness is present at beginning of session, lv wlk - s 20m - carcass.","add unid + unided cub. lioness is an adult. note that the lioness is fat, bloody.","juno",18:18:00,2,"scan",NA,47,FALSE,NA,NA,"talek","k",2009-06-12,"17:32:00","19:02:00",2009,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,NA,NA,NA,13.7,"subadult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"544",3872,"t6564",3,FALSE,FALSE,"all three lions present throughout the session. all are subadult males. though only 1 lion is interacting with hyenas other 2 are so and are not mentioned until end of session.",NA,"jab",07:54:00,1,"bo","lion",5,FALSE,NA,"in response to lion chase","talek","o",1994-02-17,"07:46:00","08:15:00",1994,2,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",3,0.826086956521739,24.5,"adult","positive",1992-12-08,10.2,"cub","low_tk","after","1"
"545",3873,"t6564",3,FALSE,FALSE,"all three lions present throughout the session. all are subadult males. though only 1 lion is interacting with hyenas other 2 are so and are not mentioned until end of session.",NA,"coch",07:54:00,1,"bo","lion",5,FALSE,NA,"in response to lion chase","talek","o",1994-02-17,"07:46:00","08:15:00",1994,2,"f","r",NA,NA,NA,NA,NA,NA,NA,1995-09-03,"dls","lions",1985-02-01,NA,"talek",NA,NA,NA,"talek",7,0.478260869565217,108.5,"adult","positive",1993-12-15,106.4,"adult","low_tk","after","1"
"546",14063,"t65664",3,FALSE,TRUE,"no intx. complete cis. roos, mig, juba all so. juba so 120m - roos, mig so 100m - roos. lioness so 18m - roos.","lioness is an adult.","mig",18:00:00,0,"scan","lion",100,FALSE,NA,NA,"talek","o",2009-06-21,"18:00:00","18:05:00",2009,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"547",342,"t6665",3,FALSE,FALSE,"male lion is big with a black mane. multiple heyenas poop during this session. only find dj sample.",NA,"coch",06:46:00,1,"mob","lions",40,FALSE,NA,NA,"talek","o",1994-04-02,"06:38:00","07:28:00",1994,3,"f","r",NA,NA,NA,NA,NA,NA,NA,1995-09-03,"dls","lions",1985-02-01,NA,"talek",NA,NA,NA,"talek",7,0.478260869565217,110,"adult","positive",1993-12-15,106.4,"adult","low_tk","after","1"
"548",345,"t6665",3,FALSE,FALSE,"male lion is big with a black mane. multiple heyenas poop during this session. only find dj sample.",NA,"dj",06:46:00,2,"follow",NA,70,FALSE,NA,NA,"talek","o",1994-04-02,"06:38:00","07:28:00",1994,2,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",6,0.565217391304348,100.5,"adult","positive",1991-01-19,62.1,"adult","low_tk","after","1"
"549",14073,"t67745",3,FALSE,TRUE,"complete cis. no intx. mono and juno are injured. unid may be mono. all hyenas are so, lioness so 110m - juno.","lion is an adult.","juno",08:05:00,0,"scan","lion",110,FALSE,NA,NA,"talek","o",2009-12-07,"08:00:00","08:29:00",2009,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,NA,NA,NA,19.6,"subadult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"550",6735,"t67756",2,TRUE,FALSE,"incomplete cis. carcass: remnants of mostly grown buffalo. mobbing! juno has a very slight limp. lion is limping badly. there was a maasai with a group of 25-30 cattle about 120m - carcass at one point, and it seemed to concern them.","lion is an adult.","mig",18:19:00,1,"dist",NA,140,FALSE,NA,NA,"talek","k",2009-12-08,"18:19:00","18:47:00",2009,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"551",6744,"t67756",2,TRUE,FALSE,"incomplete cis. carcass: remnants of mostly grown buffalo. mobbing! juno has a very slight limp. lion is limping badly. there was a maasai with a group of 25-30 cattle about 120m - carcass at one point, and it seemed to concern them.","lion is an adult.","juno",18:28:00,2,"bo","lion",1,FALSE,NA,"feint twd team","talek","k",2009-12-08,"18:19:00","18:47:00",2009,5,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,NA,NA,NA,19.6,"subadult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"552",6746,"t67756",2,TRUE,FALSE,"incomplete cis. carcass: remnants of mostly grown buffalo. mobbing! juno has a very slight limp. lion is limping badly. there was a maasai with a group of 25-30 cattle about 120m - carcass at one point, and it seemed to concern them.","lion is an adult.","foz",18:30:00,1,"fd scrap",NA,30,FALSE,"2 small unbgualte legs",NA,"talek","k",2009-12-08,"18:19:00","18:47:00",2009,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,143.8,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"553",9549,"t67756",2,TRUE,FALSE,"incomplete cis. carcass: remnants of mostly grown buffalo. mobbing! juno has a very slight limp. lion is limping badly. there was a maasai with a group of 25-30 cattle about 120m - carcass at one point, and it seemed to concern them.","lion is an adult.","mrph",18:28:00,2,"bo","lion",1,FALSE,NA,"feint twd team","talek","k",2009-12-08,"18:19:00","18:47:00",2009,3,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,161.4,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"554",14076,"t67763",1,TRUE,FALSE,"incomplete cis because of bushes and darkness. carcass: cow (head, ribs, skin, and legs).","i believe the 2 f lions are adults.","juno",06:00:00,0,"scan","lion",4,FALSE,NA,NA,"talek","k",2009-12-10,"05:54:00","06:41:00",2009,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,NA,NA,NA,19.7,"subadult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"555",14080,"t67763",1,TRUE,FALSE,"incomplete cis because of bushes and darkness. carcass: cow (head, ribs, skin, and legs).","i believe the 2 f lions are adults.","mrph",06:01:00,0,"scan","lion",4,FALSE,NA,NA,"talek","k",2009-12-10,"05:54:00","06:41:00",2009,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,161.5,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"556",14084,"t67880",1,FALSE,FALSE,"incomplete cis because of bushes. multiple mob events [verified that they are mobs with observer (kenna)].at the beginning of the session, the lion is in the bushes.","f lion is an adult. add mos to ids present.","mrph",07:10:00,0,"dist","lion",4,FALSE,NA,NA,"talek","o",2009-12-22,"06:59:00","07:39:00",2009,3,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,161.9,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"557",14085,"t67880",1,FALSE,FALSE,"incomplete cis because of bushes. multiple mob events [verified that they are mobs with observer (kenna)].at the beginning of the session, the lion is in the bushes.","f lion is an adult. add mos to ids present.","juno",07:10:00,0,"dist","lion",4,FALSE,NA,NA,"talek","o",2009-12-22,"06:59:00","07:39:00",2009,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,NA,NA,NA,20.1,"subadult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"558",14086,"t67880",1,FALSE,FALSE,"incomplete cis because of bushes. multiple mob events [verified that they are mobs with observer (kenna)].at the beginning of the session, the lion is in the bushes.","f lion is an adult. add mos to ids present.","mig",07:18:00,0,"scan","lion",20,FALSE,NA,NA,"talek","o",2009-12-22,"06:59:00","07:39:00",2009,3,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1994-09-20,NA,"adult","low_tk","after","1"
"559",14098,"t67880",1,FALSE,FALSE,"incomplete cis because of bushes. multiple mob events [verified that they are mobs with observer (kenna)].at the beginning of the session, the lion is in the bushes.","f lion is an adult. add mos to ids present.","foz",07:22:00,0,"scan","lion",75,FALSE,NA,NA,"talek","o",2009-12-22,"06:59:00","07:39:00",2009,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,144.2,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"560",14150,"t69384",1,FALSE,FALSE,"incomplete cis. carcass: adult topi. hyenas are bloody, lions are not bloody, hyenas may have made kill. hyenas mob lions twice. lions never get carcass. hyenas successfully mob lions to defend carcass.","add kto to ids present. end time is 18:59. 3 lions are male.","mrph",18:01:00,0,"scan","lion",50,FALSE,NA,NA,"talek","k",2010-04-30,"17:43:00","18:59:00",2010,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,166.1,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"561",14151,"t69384",1,FALSE,FALSE,"incomplete cis. carcass: adult topi. hyenas are bloody, lions are not bloody, hyenas may have made kill. hyenas mob lions twice. lions never get carcass. hyenas successfully mob lions to defend carcass.","add kto to ids present. end time is 18:59. 3 lions are male.","juno",18:01:00,0,"scan","lion",50,FALSE,NA,NA,"talek","k",2010-04-30,"17:43:00","18:59:00",2010,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,"talek",2,0.928571428571429,24.3,"adult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"562",14536,"t6946",2,FALSE,TRUE,"1k w of balloon tree. sx so . 50m s of sx 5 lionesses so. ""neither sx or lions care about the others presence. """,NA,"sx",07:26:00,0,"scan","lion",50,FALSE,NA,NA,"talek","o",1994-05-07,"07:26:00","07:31:00",1994,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",9,0.304347826086957,54.7,"adult","positive",1990-12-28,14.5,"subadult","low_tk","after","1"
"563",14168,"t69604",1,TRUE,FALSE,"incomplete cis for entire session, many events and ids not included. carcass: topi. 2 mobbing events! lion makes contact with two hyenas, but both escape safely. one hyena steals a scrap. no one (hyena or lion) is noted as bloody. hyena jumps over lion!","i think there should only be 1 unid? i may be wrong though.","mrph",18:27:00,0,"scan","lion",15,FALSE,NA,NA,"talek","k",2010-05-16,"18:22:00","19:08:00",2010,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,166.7,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"564",8678,"t70078",2,TRUE,FALSE,"incomplete cis b/c of darkness and crazy hyenass. carcass: zebra (head and little bit of spinal cord remain). at least three hyenas are bloody; lion is not noted as being bloody. lion has very fresh chunk taken out of his left butt cheek.","add to notes for lion: ""large, injured.""","mrph",19:24:00,1,"whoop app",NA,3,FALSE,NA,NA,"talek","k",2010-06-13,"19:16:00","19:40:00",2010,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,167.6,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"565",8679,"t70078",2,TRUE,FALSE,"incomplete cis b/c of darkness and crazy hyenass. carcass: zebra (head and little bit of spinal cord remain). at least three hyenas are bloody; lion is not noted as being bloody. lion has very fresh chunk taken out of his left butt cheek.","add to notes for lion: ""large, injured.""","foz",19:24:00,1,"whoop app",NA,6,FALSE,NA,NA,"talek","k",2010-06-13,"19:16:00","19:40:00",2010,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,149.9,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
