"","plate","spratio","diagnosis","hum.pop.den","sample","kay.code","hy.id","dart.date","sample.origin","notes.appearance","dart.year","dob.date","dob.event.data","disappear.date","disappear.event.status","disappear.event.data","sex","status","mom","dad","number.littermates","litrank","rank.dart","stan.rank.dart","toxo.status.x","age.mon.dart","dob.yr","age.cat.dart","hum.dist.dob","start.date","stop.date","lh.sessions","lh.sessions.pres","ratio.sessions.present","lh.intx","lh.intx.pres","ratio.intx.present","ratio.intx.sessions.present","toxo.status.y","id.reps.lion","min.dist.lion","max.dist.lion","avg.min.dist.lion","avg.dist.age.stndrzd","age.mon.lion","age.cat.lion.first","age.cat.lion.last","mode.age.cat.lion","diagnosis.time.first","diagnosis.time.fin","mode.fd.pres","avg.stan.rank"
"139","plate5",0.07,"negative","low",4652,"275","cam",1999-09-21,"blood",NA,1999,1998-11-21,"talek",2006-10-23,"dls","inferred dead","f","r","jj","zig","1","1",NA,NA,"0",10,1998,"cub","low",1999-08-05,1999-09-21,6,1,0.166666666666667,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","plate5",0.51,"positive","low",4046,"283","zim",1999-11-07,"blood",NA,1999,1998-11-29,"talek",2002-12-12,"dls","inferred dead","f","r","cr","zig","1","1",NA,NA,"1",11.3,1998,"cub","low",1999-11-07,2002-12-12,113,9,0.079646017699115,67,3,0.0447761194029851,0.0265486725663717,"1",3,5,30,18.33,-0.25,34.2,"adult","adult","adult","after","after","TRUE",-0.8
"141","plate5",0.58,"positive","low",5313,"286","ath",1999-11-26,"blood",NA,1999,1998-11-20,"talek",2004-03-31,"dead","snake bite","f","r","mrph",NA,"1","1",NA,NA,"1",12.2,1998,"subadult","low",1999-11-26,2004-03-31,138,23,0.166666666666667,79,3,0.0379746835443038,0.0217391304347826,"1",9,1,100,28.11,0.1,39.47,"subadult","adult","adult","after","after","TRUE",NA
"142","plate5",0.71,"positive","low",4077,"290","cyp",1999-12-18,"blood","collected from dead hyena",1999,1999-05-13,"talek",1999-12-18,"dead","lions","m","r","bern",NA,"1","1",NA,NA,"1",7.2,1999,"cub","low",1999-12-18,1999-12-18,2,1,0.5,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","plate5",0.09,"negative","low",5765,"71","pt",1991-11-13,"blood",NA,1991,1991-04-01,"talek",1996-06-11,"dls","inferred dead","f","r","coch","1019","1",NA,NA,NA,"0",7.4,1991,"cub","low",1991-12-22,1991-11-13,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","plate5",0.01,"negative","low",5808,"74","who",1991-11-27,"blood",NA,1991,1991-07-07,"talek.e",2006-12-21,NA,NA,"f","r","bsh","zip","0","1",NA,NA,"0",4.7,1991,"cub","low",1992-03-24,1991-11-27,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","plate5",0.05,"negative","low",5799,"76","hob",1992-06-14,"blood",NA,1992,1991-07-20,"talek",1999-05-06,"dls","inferred dead","f","r","es","int","1","2",NA,NA,"0",10.8,1991,"cub","low",1992-04-07,1992-06-14,14,1,0.0714285714285714,10,1,0.1,0.0714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","plate5",0.16,"negative","low",6136,"82","ger",1993-07-12,"blood","frozen on side",1993,1992-11-07,"talek",2005-06-02,"dead","humans","f","r","coch","en","1","1",NA,NA,"0",8.1,1992,"cub","low",1993-06-08,1993-07-12,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","plate5",0.7,"positive","low",6141,"83","bern",1993-07-19,"blood",NA,1993,1992-10-01,"talek",2000-09-04,"dls","lions","f","r","lg","hol","0","1",NA,NA,"1",9.6,1992,"cub","low",1993-07-19,2000-09-04,263,20,0.0760456273764259,127,4,0.031496062992126,0.0152091254752852,"1",6,1,100,42.67,0.33,59.67,"cub","adult","adult","after","after","TRUE",NA
"148","plate5",0.6,"positive","low",6145,"84","baj",1993-07-14,"blood",NA,1993,1993-01-01,"talek",NA,NA,NA,"m","r","bb","fn","1","2",NA,NA,"1",6.4,1993,"cub","low",1993-07-14,1996-11-18,111,9,0.0810810810810811,48,1,0.0208333333333333,0.00900900900900901,"1",5,1,60,24.2,-0.04,37.4,"adult","adult","adult","after","after","TRUE",NA
"149","plate5",-0.01,"negative","low",4699,"87","gil",1993-07-18,"blood","no hyena id on vial",1993,1992-08-01,"talek",1998-10-26,"dls","inferred dead","f","r","bsh",NA,"0","1",NA,NA,"0",11.5,1992,"cub","low",1993-03-10,1993-07-18,11,4,0.363636363636364,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","plate5",0.13,"negative","low",4712,"89","gol",1992-05-26,"blood","no hyena id on vial",1992,1991-07-20,"talek",2001-03-13,"dead","humans (speared)","f","r","es","fn","1","1",NA,NA,"0",10.2,1991,"cub","low",1992-04-07,1992-05-26,8,1,0.125,6,1,0.166666666666667,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","plate5",0.82,"positive","low",12138,"96","jab",1992-12-08,"blood","cream; normal",1992,1992-02-02,"talek",1998-04-26,"dls","inferred dead","f","r","bb",NA,"1",NA,NA,NA,"1",10.2,1992,"cub","low",1992-12-08,1998-04-26,184,48,0.260869565217391,83,11,0.132530120481928,0.0597826086956522,"1",17,3,100,20.62,-0.23,32.81,"cub","adult","adult","after","after","TRUE",NA
"152","plate5",0.62,"positive","low",4883,"98","krk",1992-12-09,"blood",NA,1992,1992-01-10,"talek",NA,NA,NA,"m","r","kb","mrb","1","1",NA,NA,"1",11,1992,"cub","low",1992-12-09,1994-02-06,42,10,0.238095238095238,18,2,0.111111111111111,0.0476190476190476,"1",2,12.5,20,16.25,-0.27,18,"subadult","subadult","subadult","after","after","TRUE",NA
"153","plate5",0.76,"positive","low",4314,"124","rm",1994-08-27,"blood","frozen on side, says rum on tube",1994,1993-07-07,"talek",1996-09-12,"dls","inferred dead","f","r","ua",NA,"1","1",NA,NA,"1",13.7,1993,"subadult","low",1994-08-27,1996-09-12,66,10,0.151515151515152,27,1,0.037037037037037,0.0151515151515152,"1",4,20,100,47.5,0.81,32.45,"adult","adult","adult","after","after","TRUE",NA
"154","plate5",0.87,"positive","low",4111,"130","kl",1994-12-17,"blood","frozen on side",1994,1993-07-07,"talek",1994-12-30,"dls","inferred dead","f","r","ua","sy","1","2",NA,NA,"1",17.3,1993,"subadult","low",1994-12-17,1994-12-30,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","plate5",0.08,"negative","low",5658,"173","pf",1996-06-21,"blood",NA,1996,1995-05-20,"talek",1996-07-28,"dead","humans","m","r","bail",NA,"0",NA,NA,NA,"0",13.1,1995,"subadult","low",1995-11-01,1996-06-21,31,0,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","plate5",0.94,"positive","low",5671,"174","arse",1996-08-09,"blood",NA,1996,1995-03-22,"talek",1996-08-09,"dead","humans (us)","f","r","bsh","rcn","1","1",NA,NA,"1",16.6,1995,"subadult","low",1996-08-09,1996-08-09,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","plate5",0.97,"positive","low",7534,"18","bud",1990-12-01,"blood","color red",1990,1989-07-13,"talek",NA,NA,NA,"m","r","bsh",NA,"1","2",NA,NA,"1",16.6,1989,"subadult","low",1990-12-01,1992-07-18,91,12,0.131868131868132,71,8,0.112676056338028,0.0879120879120879,"1",3,3,25,16,-0.31,31.23,"subadult","adult","subadult","after","after","TRUE",NA
"158","plate5",0.77,"positive","low",5020,"202","oly",1997-06-12,"blood",NA,1997,1995-11-07,"talek",NA,NA,NA,"m","r","gil","fn","1","1",NA,NA,"1",19.2,1995,"subadult","low",1997-06-12,1999-06-20,79,15,0.189873417721519,42,4,0.0952380952380952,0.0506329113924051,"1",2,1,100,50.5,0.92,34.1,"adult","adult","adult","after","after","FALSE",NA
"159","plate5",0.65,"positive","low",6016,"223","sks",1997-07-31,"blood",NA,1997,1995-10-16,"talek",NA,NA,NA,"m","r","ot","rcn","1","2",NA,NA,"1",21.5,1995,"subadult","low",1997-07-31,1998-04-21,18,2,0.111111111111111,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","plate5",0.9,"positive","low",4115,"237","ldv",1999-03-07,"blood",NA,1999,1997-11-24,"talek",2007-04-07,"dead","lions","m","r","hg","mer","1","2",NA,NA,"1",15.4,1997,"subadult","low",1999-03-07,2007-04-24,282,78,0.276595744680851,172,29,0.168604651162791,0.102836879432624,"1",23,1,100,31.13,0.21,71.26,"subadult","adult","adult","after","after","TRUE",NA
"161","plate5",0.62,"positive","low",4094,"243","yet",1998-10-20,"blood",NA,1998,1997-07-09,"talek",NA,NA,NA,"m","r","kip","mike","1","1",NA,NA,"1",15.4,1997,"subadult","low",1998-10-20,2001-03-13,97,10,0.103092783505155,54,4,0.0740740740740741,0.0412371134020619,"1",2,1,20,10.5,-0.5,24.05,"subadult","adult","subadult","after","after","FALSE",NA
"162","plate5",0.36,"negative","low",5392,"248","whh",1999-02-22,"blood","edta",1999,1998-02-28,"talek",2004-10-18,"dead",NA,"f","r","nav","zig","0",NA,NA,NA,"0",11.8,1998,"cub","low",1998-10-02,1999-02-22,25,2,0.08,14,1,0.0714285714285714,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","plate5",0.44,"doubtful","low",4328,"251","cuj",1999-05-11,"blood","frozen on side",1999,1997-07-09,"talek",NA,NA,NA,"m","r","kip",NA,"1","2",NA,NA,"0",22,1997,"subadult","low",1998-03-18,1999-05-11,47,3,0.0638297872340425,26,2,0.0769230769230769,0.0425531914893617,"0",1,20,20,20,-0.11,21.7,"subadult","subadult","subadult","before","before","TRUE",NA
"164","plate5",0.41,"doubtful","low",5317,"253","ali",1999-04-26,"blood",NA,1999,1997-08-04,"talek",2017-06-11,"dls","double check: alive but with disappeared date","f","r","bb","mike","1","1",NA,NA,"0",20.7,1997,"subadult","low",1998-08-18,1999-04-26,32,2,0.0625,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","plate5",0.66,"positive","low",4588,"265","foz",1999-08-19,"blood",NA,1999,1997-12-15,"talek",2011-03-28,"dead","lions","m","r","hob","mike","1",NA,NA,NA,"1",20.1,1997,"subadult","low",1999-08-19,2011-04-12,367,75,0.204359673024523,226,18,0.079646017699115,0.0490463215258856,"1",30,1,100,24.13,-0.04,96.98,"adult","adult","adult","after","after","TRUE",NA
"166","plate5",0.45,"doubtful","low",4682,"278","sco",1999-10-25,"blood","edta",1999,1997-12-15,"talek",NA,NA,NA,"m","r","hob","mike","1",NA,NA,NA,"0",22.3,1997,"subadult","low",1998-10-14,1999-10-25,53,6,0.113207547169811,29,3,0.103448275862069,0.0566037735849057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","plate5",0.76,"positive","low",3977,"29","sx",1990-12-28,"blood","p frozen on side of tube",1990,1989-10-14,"talek",2000-07-07,"dls","inferred dead","f","r","coch",NA,"1","1",NA,NA,"1",14.5,1989,"subadult","low",1990-12-28,2000-07-07,387,80,0.20671834625323,215,27,0.125581395348837,0.0697674418604651,"1",26,1,100,23.88,-0.05,66.44,"subadult","adult","adult","after","after","TRUE",NA
"168","plate5",0.45,"doubtful","low",4375,"51","pp",1991-07-11,"blood",NA,1991,1990-06-03,"talek",NA,NA,NA,"m","r","dps",NA,"0","1",NA,NA,"0",13.2,1990,"subadult","low",1991-05-21,1991-07-11,8,1,0.125,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
