"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dob.date","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared.date","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","age.mon.lion","age.cat.lion","hum.dist.lion","rank","stan.rank.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist.dob","diagnosis.time","toxo.status","dist.age.stndrzd"
"470",6140,"t38556",2,TRUE,FALSE,"puc","00-jan-00",1,"dist",NA,50,FALSE,NA,NA,"talek","k",2003-07-07,"05:51:00","06:47:00",2003,3,"f","r","ger","fn","1","1",1997-06-01,"","talek",NA,"",1997-07-20,"","",NA,"",1998-01-21,"","","8.5","",1998-08-11,"","","0.5","",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2006-12-23,"dls","inferred dead",NA,"",73.2,"adult",NA,NA,NA,"low","negative",1998-03-14,9.4,"cub","low","after","0",0.942116724205279
"471",6143,"t38556",2,TRUE,FALSE,"wr","00-jan-00",1,"dist",NA,70,FALSE,NA,NA,"talek","k",2003-07-07,"05:51:00","06:47:00",2003,2,"f","r","bb","rcn","1","2",1994-06-22,"","talek",NA,"",1994-07-08,"","",NA,"",1995-01-25,"","","1.5","",1995-12-30,"","",NA,"",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2007-02-25,"dls","inferred dead",NA,"",108.5,"adult",NA,NA,NA,"low","negative",1995-02-12,7.7,"cub","low","after","0",1.68437091030454
"472",6265,"t54390",2,TRUE,FALSE,"dub","00-jan-00",3,"mob","lioness",8,FALSE,NA,"brt coal t1","talek","k",2005-09-17,"07:11:00","08:13:00",2005,9,"m","i",NA,NA,NA,NA,NA,"","",NA,"",1999-02-27,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",1999-02-27,"dispersal","talek",NA,"",2002-05-01,"fission","talek.e",NA,"",2016-06-04,"dead","lions",NA,"",NA,"adult",NA,NA,NA,"low","positive",1999-10-19,NA,"adult",NA,"after","1",-0.61661706660318
"473",6329,"t73124",2,TRUE,FALSE,"buar","00-jan-00",1,"scan",NA,70,FALSE,NA,"scan","talek","k",2011-06-01,"06:00:00","09:09:00",2011,2,"f","r","hel",NA,"1","2",2009-12-18,"","talek",NA,"",2010-01-30,"","",NA,"",2010-08-03,"","","0.5","",2010-06-27,"","","4.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",17.4,"subadult",NA,NA,NA,"hi","positive",2012-05-26,29.2,"adult",NA,"before","1",2.24398227631991
"474",6394,"t73124",2,TRUE,FALSE,"ali","00-jan-00",1,"scan",NA,90,FALSE,NA,"scan","talek","k",2011-06-01,"06:00:00","09:09:00",2011,6,"f","r","bb","mike","1","1",1997-08-04,"","talek",NA,"",1997-09-07,"","",NA,"",1998-08-18,"","","11.5","",1998-06-21,"","","6.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2018-02-06,"dls","double check: alive but with disappeared date",NA,"",165.9,"adult",NA,23,-0.157894736842105,"low","doubtful",1999-04-26,20.7,"subadult","low","after","0",2.42662509640381
"475",6448,"t75951",2,TRUE,FALSE,"juno","00-jan-00",1,"scan",NA,10,FALSE,NA,"inc scan","talek","c",2012-02-25,"06:19:00","07:03:00",2012,1,"f","r","mrph",NA,"1","1",2008-04-20,"","talek",NA,"",2008-05-20,"","",NA,"",2009-01-28,"","",NA,"",2009-02-24,"","",NA,"",2016-05-01,"fission","pond",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",46.2,"adult","hi",5,0.84,"hi","doubtful",2012-05-28,49.2,"adult",NA,"before","0",-0.542391647993254
"476",6458,"t75951",2,TRUE,FALSE,"hrpy","00-jan-00",1,"scan",NA,20,FALSE,NA,"inc scan","talek","c",2012-02-25,"06:19:00","07:03:00",2012,1,"f","r","pan",NA,NA,NA,2009-10-29,"","talek",NA,"",2010-04-02,"","",NA,"",2010-05-22,"","","8","",2010-06-17,"","","0.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,2018-02-27,"dls","",NA,"",27.9,"adult","hi",9,0.68,"hi","negative",2012-05-24,30.8,"adult",NA,"before","0",-0.171264554943621
"477",6464,"t75951",2,TRUE,FALSE,"pant","00-jan-00",1,"dist",NA,40,FALSE,NA,NA,"talek","c",2012-02-25,"06:19:00","07:03:00",2012,1,"m","r","hel",NA,"1","2",2010-12-21,"","talek",NA,"",2011-01-29,"","",NA,"",2011-06-13,"","","0.5","",2011-09-20,"","","4","",2014-01-06,"dispersal","talek.e",NA,"data from andy",NA,NA,NA,NA,NA,2015-02-01,"dls","dispersed",NA,"",14.2,"subadult","hi",NA,NA,"hi","positive",2013-05-23,29,"adult",NA,"before","1",0.816280852897086
"478",6469,"t75951",2,TRUE,FALSE,"atac","00-jan-00",2,"scan",NA,15,FALSE,NA,NA,"talek","c",2012-02-25,"06:19:00","07:03:00",2012,1,"f","r","hel",NA,"1","2",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-10-18,"","","2","",2009-07-15,"","","1","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",36.3,"adult","hi",7,0.76,"hi","positive",2012-06-13,39.9,"adult",NA,"before","1",-0.356828101468437
"479",6470,"t75951",2,TRUE,FALSE,"amaz","00-jan-00",2,"scan",NA,15,FALSE,NA,NA,"talek","c",2012-02-25,"06:19:00","07:03:00",2012,2,"f","r","hel",NA,"1","1",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-11-19,"","","5.5","",2009-09-29,"","","15","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",36.3,"adult","hi",4,0.88,"hi","positive",2012-06-16,40,"adult",NA,"before","1",-0.356828101468437
"480",6471,"t75951",2,TRUE,FALSE,"ted","00-jan-00",2,"scan",NA,15,FALSE,NA,NA,"talek","c",2012-02-25,"06:19:00","07:03:00",2012,2,"f","r","aqua",NA,"1","2",2010-10-30,"","talek",NA,"",2011-01-22,"","",NA,"",2011-05-25,"","","1","",2011-07-18,"","","3.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,2018-03-25,"dls","double check: alive but with disappeared date",NA,"",15.9,"subadult","hi",NA,NA,"hi","positive",2012-05-24,18.8,"subadult",NA,"before","1",-0.373470333288601
"481",6479,"t75951",2,TRUE,FALSE,"zion","00-jan-00",2,"scan",NA,40,FALSE,NA,NA,"talek","c",2012-02-25,"06:19:00","07:03:00",2012,1,"f","r","sbl",NA,"1","2",2010-02-19,"","talek",NA,"",2010-04-07,"","",NA,"",2010-12-24,"","","2","",2011-02-16,"","","8.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,2013-05-06,"dls","inferred dead",NA,"",24.2,"adult","hi",23,0.12,"hi","positive",2012-06-18,27.9,"adult",NA,"before","1",0.570989631155646
"482",6498,"t9171",2,TRUE,FALSE,"mig","00-jan-00",1,"dist",NA,60,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1994-09-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",1.31324381725491
"483",6499,"t9171",2,TRUE,FALSE,"jab","00-jan-00",1,"dist",NA,15,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,2,"f","r","bb",NA,"1",NA,1992-02-02,"","talek",NA,"",1992-02-03,"","",NA,"",1992-10-21,"","","8","",1992-09-16,"","","10","",NA,"","",NA,"",NA,NA,NA,NA,NA,1998-04-26,"dls","inferred dead",NA,"",50.6,"adult","low",6,0.655172413793103,"low","positive",1992-12-08,10.2,"cub","low","after","1",-0.356828101468437
"484",6501,"t9171",2,TRUE,FALSE,"par","00-jan-00",3,"dist",NA,40,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,1,"f","r","gw","rcn","0",NA,1993-07-15,"","talek",NA,"",1993-08-16,"","",NA,"",1994-04-03,"","","0.5","",NA,"","",NA,"",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2004-02-10,"dls","inferred dead",NA,"",33.2,"adult","low",22,-0.448275862068966,"low","positive",1994-06-23,11.3,"cub","low","after","1",0.570989631155646
"485",6502,"t9171",2,TRUE,FALSE,"gol","00-jan-00",4,"dist",NA,35,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,1,"f","r","es","fn","1","1",1991-07-20,"","talek",NA,"",1991-07-20,"","",NA,"",1992-04-07,"","","1","",1992-10-01,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2001-03-14,"dead","humans (speared)",NA,"necropsy performed on 12-mar-01, dls is death date. dls alive: 13-mar-01",57,"adult","low",26,-0.724137931034483,"low","negative",1992-05-26,10.2,"cub","low","after","0",0.385426084630829
"486",6503,"t9171",2,TRUE,FALSE,"nav","00-jan-00",5,"dist",NA,25,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,1,"f","r","coch","en","1","2",1992-11-07,"","talek",NA,"",1992-11-29,"","",NA,"",1993-06-08,"","","0.5","",1993-11-29,"","",NA,"",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,2016-07-20,"dls","inferred dead",NA,"",41.4,"adult","low",14,0.103448275862069,"low","negative",1993-07-21,8.4,"cub","low","after","0",0.014298991581196
"487",6506,"t9171",2,TRUE,FALSE,"pos","00-jan-00",8,"dist",NA,50,FALSE,NA,NA,"talek","k",1996-04-20,"06:40:00","07:25:00",1996,1,"m","i",NA,NA,NA,NA,NA,"","talek",NA,"",1996-01-31,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,1999-03-25,"dls","fate unknown",NA,"",NA,"adult","low",NA,NA,"low","doubtful",1996-07-08,NA,"adult",NA,"before","0",0.942116724205279
"488",6526,"t57064",2,TRUE,FALSE,"hex","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",2006-03-30,"18:41:00","19:19:00",2006,3,"f","r","bail",NA,NA,NA,2003-03-04,"","talek",NA,"",2003-04-24,"","",NA,"",2003-11-07,"","","2","",2004-01-17,"","","9.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2016-04-13,"dls","inferred dead",NA,"",36.9,"adult",NA,17,-1,"hi","doubtful",2012-06-09,111.2,"adult",NA,"before","0",-0.72795519451807
"489",6578,"t57064",2,TRUE,FALSE,"mp","00-jan-00",1,"scan",NA,40,FALSE,NA,NA,"talek","k",2006-03-30,"18:41:00","19:19:00",2006,1,"f","r","dj","bag","1","1",1994-07-23,"","talek",NA,"",1994-08-14,"","",NA,"",1995-03-18,"","","0.5","",1995-08-30,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2013-07-13,"dls","inferred dead",NA,"",140.2,"adult",NA,11,-0.25,"low","negative",1995-04-10,8.6,"cub","low","after","0",0.570989631155646
"490",6579,"t57064",2,TRUE,FALSE,"baez","00-jan-00",1,"scan",NA,40,FALSE,NA,NA,"talek","k",2006-03-30,"18:41:00","19:19:00",2006,1,"f","r","bail",NA,"1","1",2004-10-16,"","talek",NA,"",2005-02-13,"","",NA,"",2005-07-02,"","","1.5","",2005-08-05,"","","1.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",17.4,"subadult",NA,NA,NA,"hi","positive",2012-05-19,91.1,"adult",NA,"before","1",0.816280852897086
"491",6581,"t57064",2,TRUE,FALSE,"foz","00-jan-00",1,"scan",NA,10,FALSE,NA,NA,"talek","k",2006-03-30,"18:41:00","19:19:00",2006,3,"m","r","hob","mike","1",NA,1997-12-15,"","talek",NA,"",1998-03-23,"","",NA,"",1998-10-21,"","",NA,"dengrad info not in table, instead taken from tblhyenas",1999-01-11,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2011-03-28,"dead","lions",NA,"",99.4,"adult",NA,NA,NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",-0.542391647993254
"492",6596,"t57064",2,TRUE,FALSE,"pan","00-jan-00",1,"scan",NA,13,FALSE,NA,NA,"talek","k",2006-03-30,"18:41:00","19:19:00",2006,1,"f","r","mrph",NA,"1","1",2004-05-20,"","talek",NA,"",2004-07-01,"","",NA,"",2005-03-01,"","","1.5","",2005-03-14,"","","0.5","",NA,"","",NA,"",NA,NA,NA,NA,NA,2013-03-21,"dead","",NA,"body found 26-mar-13, dls alive 20-mar-13",22.3,"subadult",NA,2,0.875,"hi","positive",2012-05-08,95.6,"adult",NA,"before","1",-0.468650428183456
"493",6651,"t80207",2,TRUE,FALSE,"juno","00-jan-00",2,"app","lion",1,FALSE,NA,NA,"talek","k",2013-01-19,"06:49:00","07:41:00",2013,2,"f","r","mrph",NA,"1","1",2008-04-20,"","talek",NA,"",2008-05-20,"","",NA,"",2009-01-28,"","",NA,"",2009-02-24,"","",NA,"",2016-05-01,"fission","pond",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",57,"adult","hi",4,0.872340425531915,"hi","doubtful",2012-05-28,49.2,"adult",NA,"after","0",-0.876406031737924
"494",6652,"t80207",2,TRUE,FALSE,"hel","00-jan-00",2,"app","lion",1,FALSE,NA,NA,"talek","k",2013-01-19,"06:49:00","07:41:00",2013,2,"f","r","mrph",NA,NA,NA,2006-02-01,"","talek",NA,"",2006-06-08,"","",NA,"",2006-11-11,"","","1","",2006-12-30,"","","19.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",83.6,"adult","hi",1,1,"hi","positive",2012-05-06,75.1,"adult",NA,"after","1",-0.876406031737924
"495",6653,"t80207",2,TRUE,FALSE,"amaz","00-jan-00",2,"app","lion",1,FALSE,NA,NA,"talek","k",2013-01-19,"06:49:00","07:41:00",2013,2,"f","r","hel",NA,"1","1",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-11-19,"","","5.5","",2009-09-29,"","","15","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",47.1,"adult","hi",3,0.914893617021277,"hi","positive",2012-06-16,40,"adult",NA,"after","1",-0.876406031737924
"496",6724,"t72320",2,TRUE,FALSE,"juno","00-jan-00",4,"app","lions",3,FALSE,NA,NA,"talek","k",2011-03-05,"06:27:00","08:18:00",2011,1,"f","r","mrph",NA,"1","1",2008-04-20,"","talek",NA,"",2008-05-20,"","",NA,"",2009-01-28,"","",NA,"",2009-02-24,"","",NA,"",2016-05-01,"fission","pond",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",34.5,"adult",NA,2,0.947368421052632,"hi","doubtful",2012-05-28,49.2,"adult",NA,"before","0",-0.802180613127997
"497",6744,"t67756",2,TRUE,FALSE,"juno","00-jan-00",2,"bo","lion",1,FALSE,NA,"feint twd team","talek","k",2009-12-08,"18:19:00","18:47:00",2009,5,"f","r","mrph",NA,"1","1",2008-04-20,"","talek",NA,"",2008-05-20,"","",NA,"",2009-01-28,"","",NA,"",2009-02-24,"","",NA,"",2016-05-01,"fission","pond",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",19.6,"subadult",NA,NA,NA,"hi","doubtful",2012-05-28,49.2,"adult",NA,"before","0",-1.03973099755259
"498",6746,"t67756",2,TRUE,FALSE,"foz","00-jan-00",1,"fd scrap",NA,30,FALSE,"2 small unbgualte legs",NA,"talek","k",2009-12-08,"18:19:00","18:47:00",2009,1,"m","r","hob","mike","1",NA,1997-12-15,"","talek",NA,"",1998-03-23,"","",NA,"",1998-10-21,"","",NA,"dengrad info not in table, instead taken from tblhyenas",1999-01-11,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2011-03-28,"dead","lions",NA,"",143.8,"adult",NA,NA,NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",0.199862538106013
"499",6748,"t67756",2,TRUE,FALSE,"tilt","00-jan-00",3,"scan",NA,35,FALSE,NA,NA,"talek","k",2009-12-08,"18:19:00","18:47:00",2009,1,"f","r","ffl",NA,"1","1",2008-07-20,"","talek",NA,"",2008-07-26,"","",NA,"",2009-05-04,"","","0","",2009-08-27,"","","5.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",16.6,"subadult",NA,NA,NA,"hi","positive",2012-05-22,46.1,"adult",NA,"before","1",0.578330615659949
"500",6749,"t65544",2,TRUE,FALSE,"baez","00-jan-00",1,"app","lioness",1,FALSE,NA,"roar","talek","k",2009-06-12,"17:32:00","19:02:00",2009,1,"f","r","bail",NA,"1","1",2004-10-16,"","talek",NA,"",2005-02-13,"","",NA,"",2005-07-02,"","","1.5","",2005-08-05,"","","1.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",55.8,"adult",NA,22,-1,"hi","positive",2012-05-19,91.1,"adult",NA,"before","1",-0.876406031737924
"501",6751,"t65544",2,TRUE,FALSE,"foz","00-jan-00",1,"brt lope app","lioness",18,FALSE,NA,"rescue baez","talek","k",2009-06-12,"17:32:00","19:02:00",2009,2,"m","r","hob","mike","1",NA,1997-12-15,"","talek",NA,"",1998-03-23,"","",NA,"",1998-10-21,"","",NA,"dengrad info not in table, instead taken from tblhyenas",1999-01-11,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2011-03-28,"dead","lions",NA,"",137.9,"adult",NA,NA,NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",-0.245489973553547
"502",6753,"t65544",2,TRUE,FALSE,"mp","00-jan-00",1,"brt lope app","lioness",18,FALSE,NA,NA,"talek","k",2009-06-12,"17:32:00","19:02:00",2009,1,"f","r","dj","bag","1","1",1994-07-23,"","talek",NA,"",1994-08-14,"","",NA,"",1995-03-18,"","","0.5","",1995-08-30,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,2013-07-13,"dls","inferred dead",NA,"",178.6,"adult",NA,12,-0.0476190476190477,"low","negative",1995-04-10,8.6,"cub","low","after","0",-0.245489973553547
"503",6757,"t65544",2,TRUE,FALSE,"mrph","00-jan-00",1,"scan",NA,47,FALSE,NA,NA,"talek","k",2009-06-12,"17:32:00","19:02:00",2009,1,"f","r","bsh",NA,"1","1",1996-06-25,"","talek",NA,"",1996-07-24,"","",NA,"",1996-12-24,"","","1","",1997-06-01,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2011-04-10,"dead","lions",NA,"",155.6,"adult",NA,1,1,"low","positive",1997-06-07,11.4,"cub","low","after","1",0.830778596290389
"504",6758,"t65544",2,TRUE,FALSE,"juno","00-jan-00",2,"scan",NA,47,FALSE,NA,NA,"talek","k",2009-06-12,"17:32:00","19:02:00",2009,1,"f","r","mrph",NA,"1","1",2008-04-20,"","talek",NA,"",2008-05-20,"","",NA,"",2009-01-28,"","",NA,"",2009-02-24,"","",NA,"",2016-05-01,"fission","pond",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",13.7,"subadult",NA,NA,NA,"hi","doubtful",2012-05-28,49.2,"adult",NA,"before","0",1.14941118502908
"505",6783,"t74674",2,TRUE,FALSE,"juno","00-jan-00",1,"dist",NA,6,FALSE,NA,NA,"talek","c",2011-10-24,"05:49:00","07:37:00",2011,1,"f","r","mrph",NA,"1","1",2008-04-20,"","talek",NA,"",2008-05-20,"","",NA,"",2009-01-28,"","",NA,"",2009-02-24,"","",NA,"",2016-05-01,"fission","pond",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",42.1,"adult",NA,2,0.947368421052632,"hi","doubtful",2012-05-28,49.2,"adult",NA,"before","0",-0.690842485213107
"506",6784,"t74674",2,TRUE,FALSE,"hrpy","00-jan-00",2,"dist",NA,7,FALSE,NA,NA,"talek","c",2011-10-24,"05:49:00","07:37:00",2011,1,"f","r","pan",NA,NA,NA,2009-10-29,"","talek",NA,"",2010-04-02,"","",NA,"",2010-05-22,"","","8","",2010-06-17,"","","0.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,2018-02-27,"dls","",NA,"",23.8,"subadult",NA,NA,NA,"hi","negative",2012-05-24,30.8,"adult",NA,"before","0",-0.75419071286802
"507",6791,"t74674",2,TRUE,FALSE,"amaz","00-jan-00",9,"dist",NA,15,FALSE,NA,NA,"talek","c",2011-10-24,"05:49:00","07:37:00",2011,1,"f","r","hel",NA,"1","1",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-11-19,"","","5.5","",2009-09-29,"","","15","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",32.2,"adult",NA,5,0.789473684210526,"hi","positive",2012-06-16,40,"adult",NA,"before","1",-0.356828101468437
"508",6794,"t74674",2,TRUE,FALSE,"atac","00-jan-00",12,"dist",NA,20,FALSE,NA,NA,"talek","c",2011-10-24,"05:49:00","07:37:00",2011,1,"f","r","hel",NA,"1","2",2009-02-15,"","talek",NA,"",2009-06-03,"","",NA,"",2009-10-18,"","","2","",2009-07-15,"","","1","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",32.2,"adult",NA,6,0.736842105263158,"hi","positive",2012-06-13,39.9,"adult",NA,"before","1",-0.171264554943621
"509",6825,"t77099",2,TRUE,FALSE,"obam","00-jan-00",2,"mob","lions",1,FALSE,NA,NA,"talek","o",2012-06-07,"06:32:00","08:17:00",2012,7,"f","r","nav",NA,"1","2",2008-11-13,"","talek",NA,"",2008-12-07,"","",NA,"",2009-07-16,"","","11","",2010-01-06,"","",NA,"calculated using nav lactation periods",NA,"","",NA,"",NA,NA,NA,NA,NA,2014-04-12,"dead","poison (april 2014 incident)",NA,"no associated session",42.8,"adult","hi",44,-0.72,"hi","positive",2012-06-07,42.8,"adult",NA,"after","1",-0.876406031737924
"510",6839,"t77099",2,TRUE,FALSE,"mgta","00-jan-00",3,"scan",NA,40,FALSE,NA,NA,"talek","o",2012-06-07,"06:32:00","08:17:00",2012,2,"f","r","mos",NA,"1","1",2009-01-10,"","talek",NA,"",2009-02-17,"","",NA,"",2009-08-05,"","","1.5","",2009-10-09,"","","8.5","",2016-05-01,"fission","talek",NA,"",NA,NA,NA,NA,NA,2019-05-30,"dls","",NA,"",40.9,"adult","hi",13,0.52,"hi","doubtful",2012-04-11,39,"adult",NA,"after","0",0.570989631155646
"511",6850,"t77099",2,TRUE,FALSE,"roos","00-jan-00",1,"scan",NA,40,FALSE,NA,NA,"talek","o",2012-06-07,"06:32:00","08:17:00",2012,1,"f","r","nav",NA,NA,NA,2007-03-02,"","talek",NA,"",2007-10-13,"","",NA,"",NA,"","",NA,"",2008-07-24,"","","1.5","",2016-05-01,"fission","kcm",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"",63.2,"adult","hi",49,-0.92,"hi","positive",2013-06-07,75.2,"adult",NA,"before","1",0.570989631155646
"512",6853,"t77099",2,TRUE,FALSE,"dra","00-jan-00",1,"scan",NA,50,FALSE,NA,NA,"talek","o",2012-06-07,"06:32:00","08:17:00",2012,1,"f","r","ali",NA,"1","1",2007-11-15,"","talek",NA,"",2008-04-09,"","",NA,"",2008-07-10,"","","1.5","",2008-12-03,"","","1","",NA,"","",NA,"",NA,NA,NA,NA,NA,2012-06-12,"dead","car",NA,"",54.7,"adult","hi",31,-0.2,"hi","positive",2012-06-10,54.8,"adult",NA,"before","1",0.942116724205279
"513",6887,"t28126",2,TRUE,FALSE,"coo","00-jan-00",3,"scan",NA,15,FALSE,NA,NA,"talek","k",2001-07-03,"06:01:00","06:55:00",2001,5,"f","r","kip","tz","1","1",1998-12-03,"","talek",NA,"",1999-01-05,"","",NA,"",1999-07-22,"","","1","",1999-06-26,"","","3","",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2005-12-07,"dead","croc?",NA,"",31,"adult",NA,NA,NA,"low","negative",1999-09-12,9.3,"cub","low","after","0",-0.356828101468437
"514",6888,"t28126",2,TRUE,FALSE,"amar","00-jan-00",4,"fd scrap",NA,15,FALSE,"bone scrap",NA,"talek","k",2001-07-03,"06:01:00","06:55:00",2001,6,"f","r","ua","fn","1","1",1995-01-25,"","talek",NA,"",1995-01-31,"","",NA,"",1995-10-24,"","","0.5","",1996-07-15,"","",NA,"",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2003-06-13,"dls","inferred dead",NA,"",77.2,"adult",NA,NA,NA,"low","positive",1995-10-25,9,"cub","low","after","1",-0.356828101468437
"515",6915,"t28354",2,TRUE,FALSE,"mer","00-jan-00",1,"brt tun","lion",20,FALSE,NA,"emerge grunt chase","talek","k",2001-07-24,"06:22:00","07:17:00",2001,1,"m","i",NA,NA,NA,NA,NA,"","",NA,"",1997-08-06,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",1997-08-06,"dispersal","talek",NA,"",2002-05-01,"fission","talek.e",NA,"",2004-09-21,"dls","fate unknown",NA,"",NA,"adult",NA,NA,NA,"low","positive",1999-08-01,NA,"adult",NA,"after","1",-0.171264554943621
"516",6927,"t28354",2,TRUE,FALSE,"wr","00-jan-00",3,"scan",NA,15,FALSE,NA,NA,"talek","k",2001-07-24,"06:22:00","07:17:00",2001,4,"f","r","bb","rcn","1","2",1994-06-22,"","talek",NA,"",1994-07-08,"","",NA,"",1995-01-25,"","","1.5","",1995-12-30,"","",NA,"",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2007-02-25,"dls","inferred dead",NA,"",85.1,"adult",NA,NA,NA,"low","negative",1995-02-12,7.7,"cub","low","after","0",-0.356828101468437
"517",6928,"t28354",2,TRUE,FALSE,"amar","00-jan-00",4,"scan",NA,10,FALSE,NA,NA,"talek","k",2001-07-24,"06:22:00","07:17:00",2001,4,"f","r","ua","fn","1","1",1995-01-25,"","talek",NA,"",1995-01-31,"","",NA,"",1995-10-24,"","","0.5","",1996-07-15,"","",NA,"",2002-05-01,"fission","talek.e",NA,"",NA,NA,NA,NA,NA,2003-06-13,"dls","inferred dead",NA,"",77.9,"adult",NA,NA,NA,"low","positive",1995-10-25,9,"cub","low","after","1",-0.542391647993254
