"","id","session","note.quality","food.present","no.intx.yes.no","hy.id","time","order","behavior","target","distance","leader.y.n.","food","notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank.lion","age.mon.lion","age.cat.lion","hum.dist.lion","hum.pop.den","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist.dob","diagnosis.time","toxo.status","dist.age.stndrzd"
"306",7007,"t11891",2,TRUE,FALSE,"sim","00-jan-00",4,"scan",NA,40,FALSE,NA,NA,"talek","k",1997-06-13,"06:43:00","07:30:00",1997,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2000-03-17,"dls","humans (us)",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1996-07-28,NA,"adult",NA,"after","1",0.535817345175326
"307",7026,"t9180",2,TRUE,FALSE,"dj","00-jan-00",5,"scan",NA,20,FALSE,NA,NA,"talek","k",1996-05-04,"06:25:00","07:14:00",1996,2,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",10,0.379310344827586,125.6,"adult","low","low","positive",1991-01-19,62.1,"adult","low","after","1",-0.194164095115844
"308",7028,"t9180",2,TRUE,FALSE,"jab","00-jan-00",7,"scan",NA,10,FALSE,NA,NA,"talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","bb",NA,"1",NA,1992-10-21,NA,NA,1998-04-26,"dls","inferred dead",1992-02-02,NA,"talek",1992-09-16,NA,NA,"talek",6,0.655172413793103,51,"adult","low","low","positive",1992-12-08,10.2,"cub","low","after","1",-0.559154815261429
"309",7031,"t9180",2,TRUE,FALSE,"mig","00-jan-00",10,"scan",NA,60,FALSE,NA,"60m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1994-09-20,NA,"adult",NA,"after","1",1.2657987854665
"310",7034,"t9180",2,TRUE,FALSE,"zulu","00-jan-00",13,"scan",NA,23,FALSE,NA,"23m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,2,"m","r","pt",NA,"1","2",1995-01-28,NA,NA,1997-08-31,"dead","lions",1994-05-01,NA,"talek",1995-08-20,NA,NA,NA,NA,NA,24.1,"adult","low","low","positive",1995-02-10,9.4,"cub","low","after","1",-0.0846668790721687
"311",7037,"t9180",2,TRUE,FALSE,"kip","00-jan-00",16,"scan",NA,30,FALSE,NA,"30m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","who","fn","1","1",1994-08-23,NA,NA,2000-09-26,"dls","inferred dead",1993-12-10,NA,"talek",1994-09-10,NA,NA,"talek",5,0.724137931034483,28.8,"adult","low","low","positive",1994-12-18,12.3,"subadult","low","after","1",0.170826625029741
"312",7038,"t9180",2,TRUE,FALSE,"jj","00-jan-00",17,"scan",NA,20,FALSE,NA,"20m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","dj","zip","1","2",1993-03-29,NA,NA,2003-01-18,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",12,0.241379310344828,43.6,"adult","low","low","positive",1993-08-12,10.9,"cub","low","after","1",-0.194164095115844
"313",7039,"t9180",2,TRUE,FALSE,"jb","00-jan-00",18,"scan",NA,30,FALSE,NA,"30m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","bsh","fn","1","1",1994-03-22,NA,NA,1997-12-03,"dls","inferred dead",1993-06-26,NA,"talek",1994-02-17,NA,NA,"talek",2,0.931034482758621,34.3,"adult","low","low","positive",1994-07-04,12.3,"subadult","low","after","1",0.170826625029741
"314",7046,"t9180",2,TRUE,FALSE,"bsh","00-jan-00",5,"scan",NA,20,FALSE,NA,"20m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,2,"f","r","kb",NA,NA,NA,NA,NA,NA,1999-05-29,"dead","kidney failure",1983-01-01,NA,"talek",NA,NA,NA,"talek",1,1,160.1,"adult","low","low","positive",1994-05-02,136,"adult","low","after","1",-0.194164095115844
"315",7047,"t9180",2,TRUE,FALSE,"fn","00-jan-00",6,"scan",NA,20,FALSE,NA,"20m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1991-07-11,NA,"adult",NA,"after","1",-0.194164095115844
"316",7048,"t9180",2,TRUE,FALSE,"tz","00-jan-00",7,"scan",NA,20,FALSE,NA,"20m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"m","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1993-08-11,NA,"adult",NA,"after","1",-0.194164095115844
"317",7049,"t9180",2,TRUE,FALSE,"lg","00-jan-00",8,"scan",NA,60,FALSE,NA,"60m carc","talek","k",1996-05-04,"06:25:00","07:14:00",1996,1,"f","r","11",NA,NA,NA,NA,NA,NA,1999-04-16,"dls","inferred dead",1982-06-01,NA,"talek",NA,NA,NA,"talek",28,-0.862068965517241,167.1,"adult","low","low","positive",1994-06-28,144.9,"adult","low","after","1",1.2657987854665
"318",7074,"t9052",2,TRUE,FALSE,"jj","00-jan-00",1,"fd",NA,40,FALSE,"scrap",NA,"talek","k",1996-01-17,"06:35:00","06:55:00",1996,1,"f","r","dj","zip","1","2",1993-03-29,NA,NA,2003-01-18,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",12,0.241379310344828,40,"adult","low","low","positive",1993-08-12,10.9,"cub","low","after","1",0.535817345175326
"319",7076,"t9052",2,TRUE,FALSE,"baj","00-jan-00",3,"scan",NA,40,FALSE,NA,NA,"talek","k",1996-01-17,"06:35:00","06:55:00",1996,1,"m","r","bb","fn","1","2",1994-01-01,NA,NA,NA,NA,NA,1993-01-01,NA,"talek",1993-09-14,NA,NA,NA,NA,NA,36.5,"adult","low","low","positive",1993-07-14,6.4,"cub","low","after","1",0.535817345175326
"320",7077,"t9052",2,TRUE,FALSE,"bern","00-jan-00",4,"scan",NA,40,FALSE,NA,NA,"talek","k",1996-01-17,"06:35:00","06:55:00",1996,1,"f","r","lg","hol","0","1",1993-06-11,NA,NA,2000-09-04,"dls","lions",1992-10-01,NA,"talek",1993-08-24,NA,NA,"talek",30,-1,39.5,"adult","low","low","positive",1993-07-19,9.6,"cub","low","after","1",0.535817345175326
"321",7106,"t2169",2,FALSE,FALSE,"quai","00-jan-00",1,"dist",NA,20,FALSE,NA,NA,"talek","o",1992-05-31,"06:45:00","07:40:00",1992,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1993-06-21,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1990-12-28,NA,"adult",NA,"after","1",-0.194164095115844
"322",7126,"t2058",2,TRUE,FALSE,"23s","00-jan-00",1,"scan",NA,45,FALSE,NA,NA,"talek","k",1992-04-08,"06:36:00","08:00:00",1992,1,"f","r","27",NA,NA,NA,NA,NA,NA,1995-03-25,"dls","lions",1983-06-01,NA,"talek",NA,NA,NA,"talek",13,-0.333333333333333,106.2,"adult","low","low","positive",1991-02-25,92.8,"adult","low","after","1",0.718312705248119
"323",7131,"t2058",2,TRUE,FALSE,"gan","00-jan-00",1,"scan",NA,40,FALSE,NA,NA,"talek","k",1992-04-08,"06:36:00","08:00:00",1992,1,"f","r","es",NA,"1","2",1989-06-07,NA,NA,1994-08-02,"dls","inferred dead",1988-10-30,NA,"talek",1989-12-01,NA,NA,"talek",18,-0.888888888888889,41.3,"adult","low","low","doubtful",1992-06-07,43.2,"adult","low","before","0",0.535817345175326
"324",7147,"t2058",2,TRUE,FALSE,"fn","00-jan-00",1,"scan",NA,8,FALSE,NA,NA,"talek","k",1992-04-08,"06:36:00","08:00:00",1992,3,"m","i",NA,NA,NA,NA,NA,NA,NA,1999-06-24,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1991-07-11,NA,"adult",NA,"after","1",-0.632152959290546
"325",7156,"t2058",2,TRUE,FALSE,"sx","00-jan-00",1,"fd",NA,15,FALSE,"bone","scan","talek","k",1992-04-08,"06:36:00","08:00:00",1992,1,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,"talek",6,0.444444444444444,29.8,"adult","low","low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.376659455188637
"326",7200,"t1209",2,TRUE,FALSE,"dave","00-jan-00",2,"app","carc",10,FALSE,NA,NA,"talek","k",1990-08-31,"09:00:00","09:29:00",1990,1,"m","r","27",NA,"1",NA,NA,NA,NA,NA,NA,NA,1986-09-15,NA,"talek",NA,NA,NA,NA,NA,NA,47.5,"adult","low","low","positive",1990-08-03,46.6,"adult","low","after","1",-0.559154815261429
"327",7207,"t1088.2",2,FALSE,FALSE,"sy","00-jan-00",4,"flw circle","lioness",20,FALSE,NA,NA,"talek","o",1990-06-05,"07:24:00","07:56:00",1990,4,"m","i",NA,NA,NA,NA,NA,NA,NA,1997-02-12,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","doubtful",1990-12-19,NA,"adult",NA,"before","0",-0.194164095115844
"328",7239,"t1627",2,TRUE,FALSE,"bud","00-jan-00",8,"scan",NA,25,FALSE,NA,NA,"talek","k",1991-07-13,"06:07:00","07:10:00",1991,1,"m","r","bsh",NA,"1","2",1990-03-13,NA,NA,NA,NA,NA,1989-07-13,NA,"talek",1990-05-21,NA,NA,NA,NA,NA,24,"subadult","low","low","positive",1990-12-01,16.6,"subadult","low","after","1",0.112330006056746
"329",7240,"t1627",2,TRUE,FALSE,"kb","00-jan-00",9,"scan",NA,25,FALSE,NA,NA,"talek","k",1991-07-13,"06:07:00","07:10:00",1991,1,"f","r",NA,NA,NA,NA,NA,NA,NA,1995-06-23,"dls","inferred dead",1978-01-01,NA,"talek",NA,NA,NA,"talek",2,0.9,162.3,"adult","low","low","positive",1991-02-28,157.9,"adult","low","after","1",-0.0116687350430516
"330",7243,"t1627",2,TRUE,FALSE,"23s","00-jan-00",12,"scan",NA,15,FALSE,NA,NA,"talek","k",1991-07-13,"06:07:00","07:10:00",1991,2,"f","r","27",NA,NA,NA,NA,NA,NA,1995-03-25,"dls","lions",1983-06-01,NA,"talek",NA,NA,NA,"talek",15,-0.4,97.4,"adult","low","low","positive",1991-02-25,92.8,"adult","low","after","1",-0.376659455188637
"331",7245,"t1627",2,TRUE,FALSE,"quai","00-jan-00",14,"scan",NA,30,FALSE,NA,NA,"talek","k",1991-07-13,"06:07:00","07:10:00",1991,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1993-06-21,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1990-12-28,NA,"adult",NA,"after","1",0.170826625029741
"332",7260,"t1627",2,TRUE,FALSE,"mw","00-jan-00",4,"dist","lions",2,FALSE,NA,NA,"talek","k",1991-07-13,"06:07:00","07:10:00",1991,9,"f","r","03",NA,"0","1",NA,NA,NA,1991-11-15,"dead","unknown",1987-05-01,NA,"talek",NA,NA,NA,"talek",4,0.7,50.4,"adult","low","low","positive",1991-03-04,46.1,"adult","low","after","1",-0.851147391377898
"333",7262,"t1627",2,TRUE,FALSE,"q","00-jan-00",1,"dist",NA,8,FALSE,NA,NA,"talek","k",1991-07-13,"06:07:00","07:10:00",1991,8,"m","r","bsh",NA,"0","1",1989-05-29,NA,NA,NA,NA,NA,1988-10-29,NA,"talek",1989-05-30,NA,NA,NA,NA,NA,32.4,"adult","low","low","positive",1990-12-05,25.2,"adult","low","after","1",-0.632152959290546
"334",7268,"t1627",2,TRUE,FALSE,"dj","00-jan-00",7,"app","lions",1,FALSE,NA,NA,"talek","k",1991-07-13,"06:07:00","07:10:00",1991,2,"f","r","n2",NA,NA,NA,NA,NA,NA,1996-10-27,"dls","lions",1985-11-15,NA,"talek",NA,NA,NA,"talek",3,0.8,67.9,"adult","low","low","positive",1991-01-19,62.1,"adult","low","after","1",-0.887646463392456
"335",7285,"t1627",2,TRUE,FALSE,"sx","00-jan-00",2,"scan",NA,8,FALSE,NA,"""by mw""","talek","k",1991-07-13,"06:07:00","07:10:00",1991,2,"f","r","coch",NA,"1","1",1990-04-25,NA,NA,2000-07-07,"dls","inferred dead",1989-10-14,NA,"talek",1991-01-15,NA,NA,NA,NA,NA,20.9,"subadult","low","low","positive",1990-12-28,14.5,"subadult","low","after","1",-0.631488161390168
"336",7287,"t1627",2,TRUE,FALSE,"chy","00-jan-00",4,"scan",NA,8,FALSE,NA,NA,"talek","k",1991-07-13,"06:07:00","07:10:00",1991,2,"m","r","coch",NA,"1","2",1990-04-25,NA,NA,1997-03-05,"dls",NA,1989-10-14,NA,"talek",1991-01-15,NA,NA,NA,NA,NA,20.9,"subadult","low","low","negative",1991-11-29,25.5,"adult","low","before","0",-0.631488161390168
"337",7300,"t51596",2,FALSE,FALSE,"mrph","00-jan-00",1,"mob","lion",20,FALSE,NA,NA,"talek","c",2005-03-05,"06:14:00","07:10:00",2005,2,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,104.3,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.194164095115844
"338",7303,"t51596",2,FALSE,FALSE,"csn","00-jan-00",1,"mob","lion",20,FALSE,NA,NA,"talek","c",2005-03-05,"06:14:00","07:10:00",2005,2,"f","r","bsh","fn","0",NA,1998-08-19,NA,NA,2005-05-03,"dead","lions",1998-02-15,NA,"talek",1998-12-14,NA,NA,"talek",7,0.333333333333333,84.6,"adult",NA,"low","positive",1999-01-29,11.4,"cub","low","after","1",-0.194164095115844
"339",7305,"t51596",2,FALSE,FALSE,"hex","00-jan-00",1,"mob","lion",20,FALSE,NA,NA,"talek","c",2005-03-05,"06:14:00","07:10:00",2005,2,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,"talek",19,-1,24,"subadult",NA,"hi","doubtful",2012-06-09,111.2,"adult",NA,"before","0",-0.106440043192347
"340",7353,"t51596",2,FALSE,FALSE,"ldv","00-jan-00",1,"scan","lion",50,FALSE,NA,NA,"talek","c",2005-03-05,"06:14:00","07:10:00",2005,1,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,87.3,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",0.900808065320911
"341",7355,"t51596",2,FALSE,FALSE,"mig","00-jan-00",1,"scan","lion",100,FALSE,NA,NA,"talek","c",2005-03-05,"06:14:00","07:10:00",2005,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",2.72576166604884
"342",7394,"t56284",2,TRUE,FALSE,"ldv","00-jan-00",1,"mob","lions",15,FALSE,NA,NA,"talek","k",2006-01-23,"18:18:00","19:48:00",2006,3,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,98,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.376659455188637
"343",7400,"t56284",2,TRUE,FALSE,"foz","00-jan-00",1,"mob","lions",15,FALSE,NA,NA,"talek","k",2006-01-23,"18:18:00","19:48:00",2006,2,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,97.3,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",-0.376659455188637
"344",7414,"t64386",2,TRUE,FALSE,"foz","00-jan-00",1,"mob","lion",10,FALSE,NA,"lion ignores","talek","k",2008-12-09,"05:59:00","07:03:00",2008,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,131.8,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",-0.559154815261429
"345",7416,"t64386",2,TRUE,FALSE,"mrph","00-jan-00",1,"mob","lion",10,FALSE,NA,"lion ignores","talek","k",2008-12-09,"05:59:00","07:03:00",2008,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,149.5,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.559154815261429
"346",7430,"t64386",2,TRUE,FALSE,"hex","00-jan-00",1,"dist",NA,85,FALSE,NA,NA,"talek","k",2008-12-09,"05:59:00","07:03:00",2008,1,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,"talek",18,-0.789473684210526,69.2,"adult",NA,"hi","doubtful",2012-06-09,111.2,"adult",NA,"before","0",2.17827558583046
"347",7517,"t57480",2,TRUE,FALSE,"foz","00-jan-00",1,"scan",NA,15,FALSE,NA,NA,"talek","k",2006-04-27,"06:05:00","07:33:00",2006,6,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,100.4,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",-0.376659455188637
"348",7602,"t5271",2,TRUE,FALSE,"quai","00-jan-00",1,"scan",NA,1,FALSE,NA,NA,"talek","k",1993-04-18,"06:15:00","08:38:00",1993,1,"m","i",NA,NA,NA,NA,NA,NA,NA,1993-06-21,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult","low","low","positive",1990-12-28,NA,"adult",NA,"after","1",-0.887646463392456
"349",7642,"t31229",2,TRUE,FALSE,"zim","00-jan-00",1,"scan",NA,30,FALSE,NA,NA,"talek","k",2002-02-18,"07:37:00","08:38:00",2002,1,"f","r","cr","zig","1","1",1999-08-04,NA,NA,2002-12-12,"dls","inferred dead",1998-11-29,NA,"talek",2000-02-23,NA,NA,"talek",15,-0.866666666666667,38.7,"adult",NA,"low","positive",1999-11-07,11.3,"cub","low","after","1",0.170826625029741
"350",7674,"t31229",2,TRUE,FALSE,"ath","00-jan-00",1,"brt snf",NA,10,FALSE,NA,NA,"talek","k",2002-02-18,"07:37:00","08:38:00",2002,4,"f","r","mrph",NA,"1","1",1999-07-19,NA,NA,2004-03-31,"dead","snake bite",1998-11-20,NA,"talek",1999-12-17,NA,NA,"talek",3,0.733333333333333,39,"adult",NA,"low","positive",1999-11-26,12.2,"subadult","low","after","1",-0.559154815261429
"351",7681,"t31229",2,TRUE,FALSE,"mrph","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",2002-02-18,"07:37:00","08:38:00",2002,2,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,67.8,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",-0.741650175334222
"352",7684,"t31229",2,TRUE,FALSE,"bos","00-jan-00",1,"scan",NA,15,FALSE,NA,NA,"talek","k",2002-02-18,"07:37:00","08:38:00",2002,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2002-06-28,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1997-01-22,NA,"adult",NA,"after","1",-0.376659455188637
"353",7688,"t31229",2,TRUE,FALSE,"csn","00-jan-00",1,"scan",NA,5,FALSE,NA,NA,"talek","k",2002-02-18,"07:37:00","08:38:00",2002,2,"f","r","bsh","fn","0",NA,1998-08-19,NA,NA,2005-05-03,"dead","lions",1998-02-15,NA,"talek",1998-12-14,NA,NA,"talek",4,0.6,48.1,"adult",NA,"low","positive",1999-01-29,11.4,"cub","low","after","1",-0.741650175334222
"354",7696,"t31229",2,TRUE,FALSE,"ldv","00-jan-00",2,"scan",NA,5,FALSE,NA,NA,"talek","k",2002-02-18,"07:37:00","08:38:00",2002,2,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,50.8,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.741650175334222
"355",7704,"t31229",2,TRUE,FALSE,"mig","00-jan-00",2,"scan",NA,75,FALSE,NA,NA,"talek","k",2002-02-18,"07:37:00","08:38:00",2002,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",1.81328486568487
"356",7736,"t73124",2,TRUE,FALSE,"dub","00-jan-00",1,"steal fd","jackel",15,FALSE,"leg",NA,"talek","k",2011-06-01,"06:00:00","09:09:00",2011,10,"m","i",NA,NA,NA,NA,NA,NA,NA,2016-06-05,"dead","lions",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-10-19,NA,"adult",NA,"after","1",-0.376659455188637
"357",7753,"t32210",2,TRUE,FALSE,"amar","00-jan-00",1,"scan",NA,50,FALSE,NA,"lion feeding on zebra","talek","k",2002-04-09,"06:23:00","06:37:00",2002,1,"f","r","ua","fn","1","1",1995-10-24,NA,NA,2003-06-13,"dls","inferred dead",1995-01-25,NA,"talek",1996-07-15,NA,NA,NA,NA,NA,86.4,"adult",NA,"low","positive",1995-10-25,9,"cub","low","after","1",0.900808065320911
"358",7770,"t57947",2,TRUE,FALSE,"foz","00-jan-00",3,"dist",NA,20,FALSE,NA,NA,"talek","k",2006-05-29,"06:16:00","07:47:00",2006,2,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,101.4,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",-0.194164095115844
"359",7864,"t53581",2,TRUE,FALSE,"vgs","00-jan-00",1,"alarm rumble",NA,10,FALSE,NA,NA,"talek","k",2005-07-30,"06:16:00","07:14:00",2005,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2005-12-14,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",-0.559154815261429
"360",7970,"t8699",2,TRUE,FALSE,"jj","00-jan-00",20,"mob","lions",4,FALSE,NA,NA,"talek","k",1995-06-03,"06:50:00","10:43:00",1995,5,"f","r","dj","zip","1","2",1993-03-29,NA,NA,2003-01-18,"dls","inferred dead",1992-09-15,NA,"talek",1993-08-06,NA,NA,"talek",10,0.379310344827586,32.6,"adult","low","low","positive",1993-08-12,10.9,"cub","low","after","1",-0.778149247348781
"361",8031,"t50466",2,FALSE,FALSE,"mrph","00-jan-00",1,"scan",NA,50,FALSE,NA,"scan","talek","o",2004-12-23,"06:31:00","07:13:00",2004,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,101.9,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",0.900808065320911
"362",8035,"t50466",2,FALSE,FALSE,"vgs","00-jan-00",1,"scan",NA,50,FALSE,NA,"scan","talek","o",2004-12-23,"06:31:00","07:13:00",2004,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2005-12-14,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",0.900808065320911
"363",8282,"t49635",2,FALSE,FALSE,"csn","00-jan-00",2,"scan",NA,40,FALSE,NA,"scan","talek","o",2004-10-24,"06:11:00","07:16:00",2004,1,"f","r","bsh","fn","0",NA,1998-08-19,NA,NA,2005-05-03,"dead","lions",1998-02-15,NA,"talek",1998-12-14,NA,NA,"talek",6,0.333333333333333,80.3,"adult",NA,"low","positive",1999-01-29,11.4,"cub","low","after","1",0.535817345175326
"364",8283,"t49635",2,FALSE,FALSE,"mrph","00-jan-00",2,"scan",NA,40,FALSE,NA,"scan","talek","o",2004-10-24,"06:11:00","07:16:00",2004,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-10,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,100,"adult",NA,"low","positive",1997-06-07,11.4,"cub","low","after","1",0.535817345175326
"365",8290,"t49635",2,FALSE,FALSE,"mig","00-jan-00",2,"scan",NA,40,FALSE,NA,"scan","talek","o",2004-10-24,"06:11:00","07:16:00",2004,1,"m","i",NA,NA,NA,NA,NA,NA,NA,2010-02-02,"dls","fate unknown",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1994-09-20,NA,"adult",NA,"after","1",0.535817345175326
"366",8295,"t49635",2,FALSE,FALSE,"vgs","00-jan-00",2,"scan",NA,80,FALSE,NA,"scan","talek","o",2004-10-24,"06:11:00","07:16:00",2004,2,"m","i",NA,NA,NA,NA,NA,NA,NA,2005-12-14,"dead","snakebite?",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,"adult",NA,"low","positive",1999-03-05,NA,"adult",NA,"after","1",1.99578022575767
"367",8303,"t49635",2,FALSE,FALSE,"ldv","00-jan-00",2,"scan",NA,10,FALSE,NA,"scan","talek","o",2004-10-24,"06:11:00","07:16:00",2004,1,"m","r","hg","mer","1","2",1998-08-06,NA,NA,2007-04-07,"dead","lions",1997-11-24,NA,"talek",1999-03-13,NA,NA,NA,NA,NA,83,"adult",NA,"low","positive",1999-03-07,15.4,"subadult","low","after","1",-0.559154815261429
"368",8320,"t49635",2,FALSE,FALSE,"hex","00-jan-00",1,"mob",NA,3,FALSE,NA,NA,"talek","o",2004-10-24,"06:11:00","07:16:00",2004,4,"f","r","bail",NA,NA,NA,2003-11-07,NA,NA,2016-04-13,"dls","inferred dead",2003-03-04,NA,"talek",2004-01-17,NA,NA,NA,NA,NA,19.7,"subadult",NA,"hi","doubtful",2012-06-09,111.2,"adult",NA,"before","0",-0.85025821063926
"369",8326,"t49635",2,FALSE,FALSE,"foz","00-jan-00",1,"scan",NA,7,FALSE,NA,"scan","talek","o",2004-10-24,"06:11:00","07:16:00",2004,2,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-03-28,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,82.3,"adult",NA,"low","positive",1999-08-19,20.1,"subadult","low","after","1",-0.668652031305105
